"Name","Bd_Inhibition","Bd_Inhibition_Prior","TaxaID","Dataset","NameNoDSLabel"
"Salamanders:Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudorhodobacter;_7",NA,0.5,"Taxon8403","Salamanders","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudorhodobacter;_7"
"Salamanders:Bacteria;_133",NA,0.5,"Taxon8404","Salamanders","Bacteria;_133"
"Salamanders:Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_80",NA,0.5,"Taxon8405","Salamanders","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_80"
"Salamanders:Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_171",NA,0.5,"Taxon8406","Salamanders","Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_171"
"Salamanders:Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;_36",NA,0.5,"Taxon8407","Salamanders","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;_36"
"Salamanders:Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Steroidobacter;_1",NA,0.5,"Taxon8408","Salamanders","Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Steroidobacter;_1"
"Salamanders:Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;_30",NA,0.5,"Taxon8409","Salamanders","Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;_30"
"Salamanders:Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;_13",NA,0.5,"Taxon8410","Salamanders","Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;_13"
"Salamanders:Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29_marine_group;_11",NA,0.5,"Taxon8411","Salamanders","Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29_marine_group;_11"
"Salamanders:Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus;_27",NA,0.5,"Taxon8412","Salamanders","Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus;_27"
"Salamanders:Bacteria;WS1;_13",NA,0.5,"Taxon8413","Salamanders","Bacteria;WS1;_13"
"Salamanders:Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus_Udaeobacter;_30",NA,0.5,"Taxon8414","Salamanders","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus_Udaeobacter;_30"
"Salamanders:Bacteria;Actinobacteriota;Coriobacteriia;OPB41;_27",NA,0.5,"Taxon8415","Salamanders","Bacteria;Actinobacteriota;Coriobacteriia;OPB41;_27"
"Salamanders:Bacteria;Chloroflexi;Dehalococcoidia;S085;_11",NA,0.5,"Taxon8416","Salamanders","Bacteria;Chloroflexi;Dehalococcoidia;S085;_11"
"Salamanders:Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;B122;_7",NA,0.5,"Taxon8417","Salamanders","Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;B122;_7"
"Salamanders:Bacteria;Bacteroidota;Kryptonia;Kryptoniales;BSV26;_76",NA,0.5,"Taxon8418","Salamanders","Bacteria;Bacteroidota;Kryptonia;Kryptoniales;BSV26;_76"
"Salamanders:Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29_marine_group;_12",NA,0.5,"Taxon8419","Salamanders","Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29_marine_group;_12"
"Salamanders:Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;A0839;_3",NA,0.5,"Taxon8420","Salamanders","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;A0839;_3"
"Salamanders:Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;_129",NA,0.5,"Taxon8421","Salamanders","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;_129"
"Salamanders:Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;_120",NA,0.5,"Taxon8422","Salamanders","Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;_120"
"Salamanders:Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_54",NA,0.5,"Taxon8423","Salamanders","Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_54"
"Salamanders:Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup_17;_35",NA,0.5,"Taxon8424","Salamanders","Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup_17;_35"
"Salamanders:Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_231",NA,0.5,"Taxon8425","Salamanders","Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_231"
"Salamanders:Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;_37",NA,0.5,"Taxon8426","Salamanders","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;_37"
"Salamanders:Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_49",NA,0.5,"Taxon8427","Salamanders","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_49"
"Salamanders:Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;_20",NA,0.5,"Taxon8428","Salamanders","Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;_20"
"Salamanders:Bacteria;Chloroflexi;Anaerolineae;SJA-15;_24",NA,0.5,"Taxon8429","Salamanders","Bacteria;Chloroflexi;Anaerolineae;SJA-15;_24"
"Salamanders:Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;_43",NA,0.5,"Taxon8430","Salamanders","Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;_43"
"Salamanders:Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylovirgula;_3",NA,0.5,"Taxon8431","Salamanders","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylovirgula;_3"
"Salamanders:Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;_44",NA,0.5,"Taxon8432","Salamanders","Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;_44"
"Salamanders:Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;_15",NA,0.5,"Taxon8433","Salamanders","Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;_15"
"Salamanders:Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;RBG-16-49-21;_17",NA,0.5,"Taxon8434","Salamanders","Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;RBG-16-49-21;_17"
"Salamanders:Bacteria;Proteobacteria;_11",NA,0.5,"Taxon8435","Salamanders","Bacteria;Proteobacteria;_11"
"Salamanders:Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;_121",NA,0.5,"Taxon8436","Salamanders","Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;_121"
"Salamanders:Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;_122",NA,0.5,"Taxon8437","Salamanders","Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;_122"
"Salamanders:Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;_7",NA,0.5,"Taxon8438","Salamanders","Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;_7"
"Salamanders:Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methylobacter;_6",NA,0.5,"Taxon8439","Salamanders","Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methylobacter;_6"
"Salamanders:Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;woesei;_1",NA,0.5,"Taxon8440","Salamanders","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;woesei;_1"
"Salamanders:Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;_2",NA,0.5,"Taxon8441","Salamanders","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;_2"
"Salamanders:Bacteria;_134",NA,0.5,"Taxon8442","Salamanders","Bacteria;_134"
"Salamanders:Bacteria;Chloroflexi;OLB14;_14",NA,0.5,"Taxon8443","Salamanders","Bacteria;Chloroflexi;OLB14;_14"
"Salamanders:Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;_29",NA,0.5,"Taxon8444","Salamanders","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;_29"
"Salamanders:Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;_15",NA,0.5,"Taxon8445","Salamanders","Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;_15"
"Salamanders:Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;_4",NA,0.5,"Taxon8446","Salamanders","Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;_4"
"Salamanders:Bacteria;Cyanobacteria;Cyanobacteriia;_8",NA,0.5,"Taxon8447","Salamanders","Bacteria;Cyanobacteria;Cyanobacteriia;_8"
"Salamanders:Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Ferribacterium;_3",NA,0.5,"Taxon8448","Salamanders","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Ferribacterium;_3"
"Salamanders:Bacteria;Myxococcota;Polyangia;Polyangiales;Phaselicystidaceae;Phaselicystis;_4",NA,0.5,"Taxon8449","Salamanders","Bacteria;Myxococcota;Polyangia;Polyangiales;Phaselicystidaceae;Phaselicystis;_4"
"Salamanders:Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;_8",NA,0.5,"Taxon8450","Salamanders","Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;_8"
"Salamanders:Bacteria;Chloroflexi;_27",NA,0.5,"Taxon8451","Salamanders","Bacteria;Chloroflexi;_27"
"Salamanders:Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;_3",NA,0.5,"Taxon8452","Salamanders","Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;_3"
"Salamanders:Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_50",NA,0.5,"Taxon8453","Salamanders","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_50"
"Salamanders:Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_55",NA,0.5,"Taxon8454","Salamanders","Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_55"
"Salamanders:Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella;stibiiresistens;_1",NA,0.5,"Taxon8455","Salamanders","Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella;stibiiresistens;_1"
"Salamanders:Bacteria;Bacteroidota;Kryptonia;Kryptoniales;BSV26;_77",NA,0.5,"Taxon8456","Salamanders","Bacteria;Bacteroidota;Kryptonia;Kryptoniales;BSV26;_77"
"Salamanders:Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;_2",NA,0.5,"Taxon8457","Salamanders","Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;_2"
"Salamanders:Bacteria;Dependentiae;Babeliae;Babeliales;UBA12409;_1",NA,0.5,"Taxon8458","Salamanders","Bacteria;Dependentiae;Babeliae;Babeliales;UBA12409;_1"
"Salamanders:Bacteria;Actinobacteriota;MB-A2-108;_26",NA,0.5,"Taxon8459","Salamanders","Bacteria;Actinobacteriota;MB-A2-108;_26"
"Salamanders:Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;_6",NA,0.5,"Taxon8460","Salamanders","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;_6"
"Salamanders:Bacteria;Latescibacterota;_84",NA,0.5,"Taxon8461","Salamanders","Bacteria;Latescibacterota;_84"
"Salamanders:Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_81",NA,0.5,"Taxon8462","Salamanders","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_81"
"Salamanders:Bacteria;Acidobacteriota;Holophagae;Subgroup_7;_36",NA,0.5,"Taxon8463","Salamanders","Bacteria;Acidobacteriota;Holophagae;Subgroup_7;_36"
"Salamanders:Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_82",NA,0.5,"Taxon8464","Salamanders","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_82"
"Salamanders:Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_56",NA,0.5,"Taxon8465","Salamanders","Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_56"
"Salamanders:Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;_13",NA,0.5,"Taxon8466","Salamanders","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;_13"
"Salamanders:Bacteria;Sva0485;_70",NA,0.5,"Taxon8467","Salamanders","Bacteria;Sva0485;_70"
"Salamanders:Bacteria;Elusimicrobiota;Lineage_IIb;_5",NA,0.5,"Taxon8468","Salamanders","Bacteria;Elusimicrobiota;Lineage_IIb;_5"
"Salamanders:Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;_20",NA,0.5,"Taxon8469","Salamanders","Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;_20"
"Salamanders:Bacteria;Acidobacteriota;Subgroup_22;_12",NA,0.5,"Taxon8470","Salamanders","Bacteria;Acidobacteriota;Subgroup_22;_12"
"Salamanders:Bacteria;Bacteroidota;Kryptonia;Kryptoniales;BSV26;_78",NA,0.5,"Taxon8471","Salamanders","Bacteria;Bacteroidota;Kryptonia;Kryptoniales;BSV26;_78"
"Salamanders:Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;LWQ8;_10",NA,0.5,"Taxon8472","Salamanders","Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;LWQ8;_10"
"Salamanders:Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;_22",NA,0.5,"Taxon8473","Salamanders","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;_22"
"Salamanders:Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_68",NA,0.5,"Taxon8474","Salamanders","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_68"
"Salamanders:Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;Heliobacteriaceae;_1",NA,0.5,"Taxon8475","Salamanders","Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;Heliobacteriaceae;_1"
"Salamanders:Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;_11",NA,0.5,"Taxon8476","Salamanders","Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;_11"
"Salamanders:Bacteria;Latescibacterota;_85",NA,0.5,"Taxon8477","Salamanders","Bacteria;Latescibacterota;_85"
"Salamanders:Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;_18",NA,0.5,"Taxon8478","Salamanders","Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;_18"
"Salamanders:Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Pasteuria;_1",NA,0.5,"Taxon8479","Salamanders","Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Pasteuria;_1"
"Salamanders:Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula;_1",NA,0.5,"Taxon8480","Salamanders","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula;_1"
"Salamanders:Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;_39",NA,0.5,"Taxon8481","Salamanders","Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;_39"
"Salamanders:Bacteria;Chloroflexi;_28",NA,0.5,"Taxon8482","Salamanders","Bacteria;Chloroflexi;_28"
"Salamanders:Bacteria;WS1;_14",NA,0.5,"Taxon8483","Salamanders","Bacteria;WS1;_14"
"Salamanders:Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_232",NA,0.5,"Taxon8484","Salamanders","Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_232"
"Salamanders:Bacteria;Acidobacteriota;Blastocatellia;11-24;_6",NA,0.5,"Taxon8485","Salamanders","Bacteria;Acidobacteriota;Blastocatellia;11-24;_6"
"Salamanders:Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;CPla-3_termite_group;_9",NA,0.5,"Taxon8486","Salamanders","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;CPla-3_termite_group;_9"
"Salamanders:Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_51",NA,0.5,"Taxon8487","Salamanders","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_51"
"Salamanders:Bacteria;_135",NA,0.5,"Taxon8488","Salamanders","Bacteria;_135"
"Salamanders:Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium;_3",NA,0.5,"Taxon8489","Salamanders","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium;_3"
"Salamanders:Bacteria;Patescibacteria;Parcubacteria;_59",NA,0.5,"Taxon8490","Salamanders","Bacteria;Patescibacteria;Parcubacteria;_59"
"Salamanders:Bacteria;Chloroflexi;Dehalococcoidia;S085;_12",NA,0.5,"Taxon8491","Salamanders","Bacteria;Chloroflexi;Dehalococcoidia;S085;_12"
"Salamanders:Bacteria;WPS-2;_16",NA,0.5,"Taxon8492","Salamanders","Bacteria;WPS-2;_16"
"Salamanders:Bacteria;Planctomycetota;Pla4_lineage;_5",NA,0.5,"Taxon8493","Salamanders","Bacteria;Planctomycetota;Pla4_lineage;_5"
"Salamanders:Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_97",NA,0.5,"Taxon8494","Salamanders","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_97"
"Salamanders:Bacteria;Chloroflexi;Anaerolineae;_24",NA,0.5,"Taxon8495","Salamanders","Bacteria;Chloroflexi;Anaerolineae;_24"
"Salamanders:Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter;_16",NA,0.5,"Taxon8496","Salamanders","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter;_16"
"Salamanders:Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;Parachlamydia;_1",NA,0.5,"Taxon8497","Salamanders","Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;Parachlamydia;_1"
"Salamanders:Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;CPla-3_termite_group;_10",NA,0.5,"Taxon8498","Salamanders","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;CPla-3_termite_group;_10"
"Salamanders:Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;_32",NA,0.5,"Taxon8499","Salamanders","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;_32"
"Salamanders:Bacteria;Planctomycetota;Phycisphaerae;MSBL9;SG8-4;_31",NA,0.5,"Taxon8500","Salamanders","Bacteria;Planctomycetota;Phycisphaerae;MSBL9;SG8-4;_31"
"Salamanders:Bacteria;Patescibacteria;Parcubacteria;_60",NA,0.5,"Taxon8501","Salamanders","Bacteria;Patescibacteria;Parcubacteria;_60"
"Salamanders:Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_233",NA,0.5,"Taxon8502","Salamanders","Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_233"
"Salamanders:Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_98",NA,0.5,"Taxon8503","Salamanders","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_98"
"Salamanders:Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;_2",NA,0.5,"Taxon8504","Salamanders","Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;_2"
"Salamanders:Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;_6",NA,0.5,"Taxon8505","Salamanders","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;_6"
"Salamanders:Bacteria;Proteobacteria;Alphaproteobacteria;_42",NA,0.5,"Taxon8506","Salamanders","Bacteria;Proteobacteria;Alphaproteobacteria;_42"
"Salamanders:Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;_41",NA,0.5,"Taxon8507","Salamanders","Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;_41"
"Salamanders:Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Caenimonas;_2",NA,0.5,"Taxon8508","Salamanders","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Caenimonas;_2"
"Salamanders:Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir2_lineage;_15",NA,0.5,"Taxon8509","Salamanders","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir2_lineage;_15"
"Salamanders:Bacteria;Chloroflexi;OLB14;_15",NA,0.5,"Taxon8510","Salamanders","Bacteria;Chloroflexi;OLB14;_15"
"Salamanders:Bacteria;_136",NA,0.5,"Taxon8511","Salamanders","Bacteria;_136"
"Salamanders:Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;_30",NA,0.5,"Taxon8512","Salamanders","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;_30"
"Salamanders:Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus;_28",NA,0.5,"Taxon8513","Salamanders","Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus;_28"
"Salamanders:Bacteria;_137",NA,0.5,"Taxon8514","Salamanders","Bacteria;_137"
"Salamanders:Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;_60",NA,0.5,"Taxon8515","Salamanders","Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;_60"
"Salamanders:Bacteria;Latescibacterota;_86",NA,0.5,"Taxon8516","Salamanders","Bacteria;Latescibacterota;_86"
"Salamanders:Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Iamiaceae;Iamia;_6",NA,0.5,"Taxon8517","Salamanders","Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Iamiaceae;Iamia;_6"
"Salamanders:Bacteria;Cyanobacteria;Cyanobacteriia;Pseudanabaenales;Pseudanabaenaceae;Synechococcus_PCC-7502;_1",NA,0.5,"Taxon8518","Salamanders","Bacteria;Cyanobacteria;Cyanobacteriia;Pseudanabaenales;Pseudanabaenaceae;Synechococcus_PCC-7502;_1"
"Salamanders:Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;JGI_0001001-H03;_6",NA,0.5,"Taxon8519","Salamanders","Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;JGI_0001001-H03;_6"
"Salamanders:Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;_130",NA,0.5,"Taxon8520","Salamanders","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;_130"
"Salamanders:Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;_3",NA,0.5,"Taxon8521","Salamanders","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;_3"
"Salamanders:Bacteria;Proteobacteria;Alphaproteobacteria;_43",NA,0.5,"Taxon8522","Salamanders","Bacteria;Proteobacteria;Alphaproteobacteria;_43"
"Salamanders:Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;SH3-11;_4",NA,0.5,"Taxon8523","Salamanders","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;SH3-11;_4"
"Salamanders:Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;_31",NA,0.5,"Taxon8524","Salamanders","Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;_31"
"Salamanders:Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;Phaeospirillum;_1",NA,0.5,"Taxon8525","Salamanders","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;Phaeospirillum;_1"
"Salamanders:Bacteria;Planctomycetota;Phycisphaerae;MSBL9;SG8-4;_32",NA,0.5,"Taxon8526","Salamanders","Bacteria;Planctomycetota;Phycisphaerae;MSBL9;SG8-4;_32"
"Salamanders:Bacteria;Verrucomicrobiota;Verrucomicrobiae;Methylacidiphilales;Methylacidiphilaceae;_20",NA,0.5,"Taxon8527","Salamanders","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Methylacidiphilales;Methylacidiphilaceae;_20"
